customer_id,age,gender,income,occupation,city,tenure_years,avg_balance,monthly_deposits,monthly_withdrawals,digital_txn_ratio,card_limit,utilization_ratio,delinquency_12m,loan_type,monthly_emi,overdue_flag,mf_investment,fd_amount,insurance_policy,shopping_spend,travel_spend,utility_spend,wallet_spend,total_spend_6m,has_credit_card,has_loan,has_investments,spend_to_income,emi_to_income,high_credit_util,digital_engagement_score,txn_activity_score,total_investments,wealth_tier,risk_flag,risk_score,product_count,cluster_kmeans,cluster_gmm
37,46,Female,350000,Student,Jonesport,14,204704.85,3,5,0.92,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47389,46752,14680,32139,140960,0,0,0,0.4027417064522672,0.0,0,0.6320000000000001,8,0.0,Low,0,0.0,0,0,3
38,59,Male,200000,Self-Employed,Danielburgh,15,101744.69,1,14,0.53,100000.0,0.3,0.0,Home,7132.0,0.0,0.0,0.0,0.0,33959,28914,10356,22474,95703,1,1,0,0.4785126074369628,0.4278943263404195,0,0.3446666666666667,15,0.0,Low,0,0.0,2,1,3
39,35,Female,200000,Self-Employed,North Deborahport,13,127189.41,11,2,0.74,200000.0,0.57,0.0,0,0.0,0.0,0.0,0.0,0.0,56989,24680,18429,20981,121079,1,0,0,0.6053919730401348,0.0,0,0.7373333333333334,13,0.0,Low,0,0.0,1,1,3
40,52,Female,500000,Retired,Brianburgh,4,25949.69,13,19,0.89,100000.0,0.18,0.0,0,0.0,0.0,0.0,0.0,0.0,51286,27919,21033,22324,122562,1,0,0,0.2451235097529805,0.0,0,0.8806666666666667,32,0.0,Low,0,0.0,1,0,3
41,50,Female,200000,Self-Employed,Jonathanburgh,7,99245.59,7,15,0.87,0.0,0.0,0.0,Personal,38702.0,0.0,257632.0,50000.0,1.0,63060,44330,20967,22524,150881,0,1,1,0.75440122799386,2.3219806811591304,0,0.7086666666666667,22,307632.0,High,0,0.0,2,1,0
42,35,Female,800000,Self-Employed,West Sherri,4,29609.73,3,11,0.31,300000.0,0.67,0.0,0,0.0,0.0,0.0,0.0,0.0,55357,37449,19945,23546,136297,1,0,0,0.1703710370362037,0.0,0,0.266,14,0.0,Low,0,0.0,1,0,3
43,33,Male,200000,Student,Lake Jacobmouth,19,2000.0,8,9,0.91,200000.0,0.45,0.0,Personal,21724.0,0.0,0.0,0.0,0.0,52818,43912,13854,27781,138365,1,1,0,0.6918215408922955,1.3033617982921024,0,0.7593333333333334,17,0.0,Low,0,0.0,2,1,3
44,42,Female,1200000,Retired,Robertfort,10,168462.2,7,16,0.21,100000.0,0.76,0.0,0,0.0,0.0,0.0,0.0,0.0,35995,39047,16312,24092,115446,1,0,0,0.0962049198292334,0.0,1,0.3126666666666666,23,0.0,Low,0,2.0,1,2,1
45,26,Female,500000,Self-Employed,Hoffmanmouth,12,2000.0,12,12,0.35,100000.0,0.9,0.0,0,0.0,0.0,0.0,0.0,0.0,39489,45088,14804,30310,129691,1,0,0,0.2593814812370375,0.0,1,0.53,24,0.0,Low,0,2.0,1,2,2
46,64,Male,500000,Retired,Harttown,11,166380.14,2,4,0.49,200000.0,0.84,0.0,0,0.0,0.0,223596.0,200000.0,0.0,43388,29662,12940,11461,97451,1,0,1,0.1949016101967796,0.0,1,0.3473333333333333,6,423596.0,High,0,2.0,2,2,2
47,48,Male,350000,Salaried,Port Monica,1,85294.15,14,18,0.55,100000.0,0.67,0.0,Personal,24718.0,0.0,176962.0,0.0,1.0,38615,36419,19554,26397,120985,1,1,1,0.3456704409415973,0.8474452304492417,0,0.7033333333333334,32,176962.0,Medium,0,0.0,3,1,3
48,21,Male,350000,Self-Employed,South Mary,13,138434.31,6,4,0.51,200000.0,0.8,0.0,Auto,22560.0,0.0,23997.0,100000.0,0.0,51029,37313,10995,23539,122876,1,1,1,0.3510732826477639,0.7734591956847193,1,0.466,10,123997.0,Medium,0,2.0,3,2,0
49,61,Male,350000,Retired,Mullenland,6,171699.73,10,17,0.61,100000.0,0.88,0.0,Auto,32579.0,0.0,34686.0,100000.0,1.0,42384,44054,17634,31618,135690,1,1,1,0.3876846066154096,1.11695599008034,1,0.6326666666666667,27,134686.0,Medium,0,2.0,3,1,0
50,28,Male,500000,Retired,Marshton,5,48769.21,3,13,0.86,200000.0,0.91,0.0,0,0.0,0.0,28091.0,100000.0,1.0,39940,26441,17215,24834,108430,1,0,1,0.2168595662808674,0.0,1,0.5960000000000001,16,128091.0,Medium,0,2.0,2,2,2
51,53,Female,200000,Retired,Joshuatown,12,51406.91,5,16,0.66,0.0,0.0,0.0,0,0.0,0.0,278005.0,0.0,1.0,31447,38071,13387,29171,112076,0,0,1,0.5603771981140094,0.0,0,0.5293333333333333,21,278005.0,High,0,0.0,1,1,3
52,44,Female,1200000,Salaried,North Joshuafurt,9,2000.0,1,9,0.42,200000.0,0.5,0.0,Personal,8655.0,0.0,132494.0,100000.0,1.0,56607,30764,18738,25340,131449,1,1,1,0.1095407420493816,0.0865491345086549,0,0.2786666666666667,10,232494.0,High,0,0.0,3,2,3
53,32,Male,350000,Student,Kellyhaven,2,92448.37,3,7,0.76,0.0,0.0,0.0,0,0.0,0.0,295959.0,0.0,1.0,47564,33033,14541,23637,118775,0,0,1,0.3393561732680764,0.0,0,0.536,10,295959.0,High,0,0.0,1,0,3
54,23,Female,350000,Salaried,Jamesmouth,17,54550.28,9,12,0.41,0.0,0.0,0.0,Personal,9798.0,0.0,236198.0,0.0,1.0,41338,51573,15707,18101,126719,0,1,1,0.3620532512764249,0.3359199113173262,0,0.486,21,236198.0,High,0,0.0,2,1,3
55,37,Female,350000,Retired,Sierrastad,2,91580.49,3,19,0.42,0.0,0.0,0.0,Personal,32309.0,0.0,121184.0,0.0,1.0,45920,37370,15987,17401,116678,0,1,1,0.3333647618149662,1.107699164600071,0,0.332,22,121184.0,Medium,0,0.0,2,1,3
56,22,Male,500000,Retired,Pattersonshire,5,137876.11,13,12,0.24,200000.0,0.19,0.0,0,0.0,0.0,0.0,0.0,0.0,52832,31959,16826,16921,118538,1,0,0,0.2370755258489483,0.0,0,0.4906666666666667,25,0.0,Low,0,0.0,1,0,3
57,52,Male,1200000,Student,East Craigstad,19,13022.08,7,15,0.84,200000.0,0.49,0.0,0,0.0,0.0,0.0,0.0,0.0,36747,42708,18796,21992,120243,1,0,0,0.1002024164979862,0.0,0,0.6906666666666667,22,0.0,Low,0,0.0,1,0,3
58,22,Male,500000,Salaried,Hannaberg,6,18586.86,8,6,0.79,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,54254,36137,19192,25552,135135,0,0,0,0.270269459461081,0.0,0,0.6873333333333334,14,0.0,Low,0,0.0,0,0,3
59,52,Female,500000,Self-Employed,Carrollland,11,189819.99,1,9,0.74,200000.0,0.27,0.0,0,0.0,0.0,0.0,0.0,0.0,48170,20512,17016,18582,104280,1,0,0,0.2085595828808342,0.0,0,0.4706666666666667,10,0.0,Low,0,0.0,1,0,3
60,37,Male,800000,Student,Newmanburgh,5,38579.42,7,13,0.29,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,53744,23915,12540,34098,124297,0,0,0,0.1553710557861802,0.0,0,0.3606666666666667,20,0.0,Low,0,0.0,0,0,3
61,54,Male,500000,Salaried,North Stevenland,11,186021.47,12,19,0.45,200000.0,0.62,0.0,Personal,26241.0,0.0,0.0,0.0,0.0,33514,46139,18019,28555,126227,1,1,0,0.2524534950930098,0.6297688855467469,0,0.5900000000000001,31,0.0,Low,0,0.0,2,1,3
62,36,Female,800000,Retired,Houstonchester,6,16145.32,3,1,0.28,0.0,0.0,0.0,Home,21628.0,0.0,0.0,0.0,0.0,60163,38365,20623,32100,151251,0,1,0,0.1890635136706079,0.3244151337729933,0,0.248,4,0.0,Low,0,0.0,1,0,3
63,36,Male,200000,Salaried,North Dawnville,4,33848.03,4,14,0.78,300000.0,0.35,0.0,0,0.0,0.0,97298.0,200000.0,1.0,54712,46898,12921,19465,133996,1,0,1,0.6699766501167495,0.0,0,0.5746666666666667,18,297298.0,High,0,0.0,2,1,3
64,39,Female,800000,Student,Kimberlyville,19,94649.75,7,13,0.98,0.0,0.0,0.0,Home,7887.0,0.0,0.0,0.0,0.0,39101,40303,16627,24565,120596,0,1,0,0.1507448115689855,0.1183032254516182,0,0.7746666666666666,20,0.0,Low,0,0.0,1,0,3
65,40,Male,500000,Salaried,North Claytontown,9,76241.77,3,13,0.67,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47577,36355,19478,24698,128108,0,0,0,0.2562154875690248,0.0,0,0.482,16,0.0,Low,0,0.0,0,0,3
66,53,Male,350000,Salaried,Dawnmouth,7,48325.26,6,15,0.58,0.0,0.0,0.0,Home,6988.0,0.0,267416.0,200000.0,0.0,45312,41066,11955,17347,115680,0,1,1,0.3305133413904532,0.2395803572448944,0,0.508,21,467416.0,High,0,0.0,2,1,3
67,38,Male,800000,Retired,East Bryanstad,11,163385.85,9,9,0.33,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,74412,29801,15267,27043,146523,0,0,0,0.1831535210580986,0.0,0,0.438,18,0.0,Low,0,0.0,0,0,3
68,48,Male,800000,Self-Employed,North Shaunberg,18,2000.0,1,12,0.98,0.0,0.0,0.0,Personal,21422.0,0.0,98251.0,0.0,1.0,43591,17802,18764,22142,102299,0,1,1,0.1278735901580123,0.3213251801222981,0,0.6146666666666666,13,98251.0,Medium,0,0.0,2,0,3
69,43,Male,500000,Retired,East Ronaldville,10,6367.83,3,7,0.26,300000.0,0.45,1.0,0,0.0,0.0,0.0,0.0,0.0,41823,36283,21997,24506,124609,1,0,0,0.2492175015649968,0.0,0,0.236,10,0.0,Low,1,3.0,1,2,2
70,55,Male,350000,Student,West Carl,16,158038.71,8,6,0.92,200000.0,0.27,0.0,Auto,7761.0,0.0,233730.0,50000.0,1.0,32418,49623,14134,18284,114459,1,1,1,0.3270247799292002,0.2660823057495171,0,0.7653333333333334,14,283730.0,High,0,0.0,3,1,3
71,46,Female,1800000,Self-Employed,Kentshire,17,202100.55,12,7,0.32,0.0,0.0,0.0,Personal,37155.0,0.0,52478.0,50000.0,1.0,60245,28199,18278,30532,137254,0,1,1,0.0762521798599,0.2476983486776754,0,0.512,19,102478.0,Medium,0,0.0,2,0,1
72,22,Male,1800000,Student,West Jeremy,12,101492.4,10,7,0.67,100000.0,0.93,0.0,0,0.0,0.0,43341.0,200000.0,0.0,54046,29402,14234,15277,112959,1,0,1,0.0627549651361304,0.0,1,0.6686666666666667,17,243341.0,High,0,2.0,2,2,1
73,25,Female,1200000,Student,East Gabrielle,9,118644.62,5,19,0.41,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,66426,30660,15342,16593,129021,0,0,0,0.107517410402158,0.0,0,0.3793333333333333,24,0.0,Low,0,0.0,0,0,3
74,61,Female,350000,Retired,South Derrickland,16,89233.47,3,11,0.93,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23265,39878,21720,25426,110289,0,0,0,0.3151105282556335,0.0,0,0.6380000000000001,14,0.0,Low,0,0.0,0,0,3
75,36,Male,1200000,Self-Employed,Matthewsburgh,1,16147.39,9,10,0.42,300000.0,0.21,0.0,Auto,34748.0,0.0,0.0,0.0,0.0,47117,36581,17290,29812,130800,1,1,0,0.1089999091667423,0.3474765252347476,0,0.492,19,0.0,Low,0,0.0,2,0,3
76,44,Male,1200000,Salaried,Port Phillipland,17,2000.0,6,5,0.37,100000.0,0.82,0.0,Personal,37224.0,0.0,0.0,0.0,0.0,61571,12596,18444,24947,117558,1,1,0,0.097964918362568,0.3722362776372236,1,0.382,11,0.0,Low,0,2.0,2,2,2
77,28,Female,800000,Salaried,New Amanda,8,17588.08,4,10,0.46,200000.0,0.75,0.0,Personal,16146.0,0.0,86893.0,100000.0,1.0,46376,36678,13969,16215,113238,1,1,1,0.1415473230658461,0.2421863672044919,1,0.3826666666666667,14,186893.0,Medium,0,2.0,3,2,2
78,40,Male,500000,Self-Employed,Port Alexismouth,16,121928.94,13,3,0.44,50000.0,0.12,0.0,0,0.0,0.0,67899.0,50000.0,0.0,32084,18041,21297,34113,105535,1,0,1,0.2110695778608442,0.0,0,0.6106666666666667,16,117899.0,Medium,0,0.0,2,0,3
79,45,Male,800000,Salaried,Davischester,18,27138.9,14,12,0.69,300000.0,0.94,0.0,Auto,21501.0,0.0,237371.0,100000.0,1.0,58941,39795,18506,36648,153890,1,1,1,0.1923622595471755,0.3225101623475647,1,0.7873333333333333,26,337371.0,High,0,2.0,3,2,2
80,38,Male,500000,Self-Employed,South Alex,3,103264.1,2,9,0.97,200000.0,0.7,0.0,Home,30712.0,0.0,0.0,0.0,0.0,54087,29298,15133,21944,120462,1,1,0,0.2409235181529637,0.7370703103125525,0,0.6353333333333333,11,0.0,Low,0,0.0,2,1,3
81,36,Male,1800000,Salaried,Garciafurt,4,2000.0,7,18,0.28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,46232,27301,15192,29596,118321,0,0,0,0.065733852370082,0.0,0,0.3546666666666667,25,0.0,Low,0,0.0,0,0,1
82,53,Female,200000,Salaried,Mariaberg,14,123820.65,14,18,0.75,0.0,0.0,0.0,0,0.0,0.0,196656.0,200000.0,1.0,44903,29965,16898,30421,122187,0,0,1,0.6109319453402733,0.0,0,0.8233333333333333,32,396656.0,High,0,0.0,1,1,3
83,41,Male,350000,Student,New Philip,8,2000.0,4,13,0.27,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47408,33798,17962,22888,122056,0,0,0,0.3487304321987651,0.0,0,0.2686666666666666,17,0.0,Low,0,0.0,0,0,3
84,27,Female,800000,Self-Employed,Jasonfurt,1,138707.47,11,2,0.87,100000.0,0.34,0.0,0,0.0,0.0,0.0,0.0,0.0,58023,46142,16244,14873,135282,1,0,0,0.1691022886221392,0.0,0,0.8153333333333334,13,0.0,Low,0,0.0,1,0,3
85,32,Male,500000,Retired,Teresaside,14,204426.72,3,12,0.74,100000.0,0.42,0.0,0,0.0,0.0,0.0,0.0,0.0,36611,45806,14104,24088,120609,1,0,0,0.2412175175649648,0.0,0,0.524,15,0.0,Low,0,0.0,1,0,3
86,50,Male,1800000,Retired,Lake Josephbury,13,32821.76,7,8,0.58,0.0,0.0,0.0,Personal,19982.0,0.0,0.0,0.0,0.0,49670,41258,14300,20645,125873,0,1,0,0.0699294055947746,0.133212445250365,0,0.5346666666666666,15,0.0,Low,0,0.0,1,0,1
87,28,Female,500000,Self-Employed,Christopherville,2,30937.75,5,10,0.6,0.0,0.0,0.0,Personal,15306.0,1.0,0.0,0.0,0.0,48268,28932,16120,22300,115620,0,1,0,0.2312395375209249,0.367335183955585,0,0.4933333333333333,15,0.0,Low,1,3.0,1,0,0
88,41,Male,500000,Salaried,North Daniel,15,212251.17,3,10,0.53,50000.0,0.21,0.0,0,0.0,0.0,105983.0,0.0,0.0,51349,42460,11734,26222,131765,1,0,1,0.2635294729410541,0.0,0,0.398,13,105983.0,Medium,0,0.0,2,0,3
89,53,Female,350000,Student,Hodgesbury,16,50506.28,5,8,0.86,200000.0,0.86,0.0,0,0.0,0.0,0.0,0.0,0.0,35331,33085,15845,22998,107259,1,0,0,0.3064534101331139,0.0,1,0.6493333333333333,13,0.0,Low,0,2.0,1,2,2
90,39,Female,500000,Retired,Beardmouth,17,2000.0,11,12,0.71,0.0,0.0,0.0,0,0.0,0.0,45316.0,100000.0,0.0,58173,44723,23425,27044,153365,0,0,1,0.3067293865412269,0.0,0,0.7193333333333334,23,145316.0,Medium,0,0.0,1,0,3
91,37,Female,1800000,Salaried,Lake Johnmouth,14,53404.19,5,14,0.82,50000.0,0.78,0.0,0,0.0,0.0,203010.0,0.0,1.0,58890,44293,16845,33845,153873,1,0,1,0.0854849525083597,0.0,1,0.6253333333333333,19,203010.0,High,0,2.0,2,2,1
92,26,Male,350000,Salaried,Doughertystad,9,62685.49,8,15,0.85,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,34028,56551,14676,24926,130181,0,0,0,0.3719446515867097,0.0,0,0.7233333333333334,23,0.0,Low,0,0.0,0,0,3
93,57,Female,1200000,Student,East Thomasmouth,17,40544.7,1,18,0.91,50000.0,0.27,0.0,Personal,3043.0,0.0,0.0,0.0,0.0,51195,53970,18764,28356,152285,1,1,0,0.1269040609132825,0.0304296957030429,0,0.5726666666666667,19,0.0,Low,0,0.0,2,0,3
94,51,Male,1800000,Self-Employed,Jasonstad,1,82953.43,3,1,0.28,200000.0,0.23,0.0,Home,22841.0,0.0,0.0,0.0,0.0,65772,37799,12759,31110,147440,1,1,0,0.0819110656049635,0.1522723181845454,0,0.248,4,0.0,Low,0,0.0,2,0,1
95,41,Male,350000,Self-Employed,Huffstad,1,71380.43,12,13,0.82,50000.0,0.22,0.0,0,0.0,0.0,186389.0,50000.0,1.0,41839,58787,10542,26407,137575,1,0,1,0.3930703055134128,0.0,0,0.812,25,236389.0,High,0,0.0,2,1,3
