customer_id,month,shopping_spend,travel_spend,utility_spend,wallet_spend
19,5,1471,2204,638,6218
19,6,12054,1383,3595,4501
20,1,2712,9142,4296,2373
20,2,10549,4424,2199,2136
20,3,5110,3372,1133,7485
20,4,11075,5581,2816,1128
20,5,14982,2386,891,6284
20,6,1168,11280,2552,3965
21,1,4208,9377,3227,6606
21,2,4509,7549,4977,4577
21,3,12618,4720,2213,6619
21,4,3512,11453,3178,281
21,5,5926,429,3128,4953
21,6,13540,4658,3712,5630
22,1,5632,11137,2817,3984
22,2,12624,2663,1435,2342
22,3,2688,5594,1382,2519
22,4,1816,11424,4366,6188
22,5,12038,677,2754,5227
22,6,14815,11175,2989,7232
23,1,11506,2446,2388,1720
23,2,11095,223,1434,1312
23,3,2308,8417,699,4599
23,4,5106,11076,2824,7170
23,5,4993,7072,4433,6933
23,6,2597,4,779,7590
24,1,4019,5357,2864,126
24,2,13591,10988,3749,3901
24,3,13777,5157,4201,482
24,4,4039,4410,2007,3168
24,5,10130,16,4874,3942
24,6,13739,10905,4385,6172
25,1,4617,9225,2311,2007
25,2,13388,6230,969,1324
25,3,4277,1624,1735,118
25,4,11075,7303,2504,787
25,5,7520,2475,3267,6457
25,6,10619,242,4538,5464
26,1,5722,8207,3282,6859
26,2,7163,1823,510,5139
26,3,9470,11134,4928,5666
26,4,6520,6921,3291,2085
26,5,6069,1106,531,6135
26,6,12317,8928,2348,6762
27,1,12224,3608,4640,2677
27,2,1293,3196,2071,6487
27,3,12240,11131,4762,268
27,4,8073,9339,3842,5177
27,5,1879,58,2997,3891
27,6,1216,5700,4839,6246
28,1,13804,7978,2811,6384
28,2,5956,733,3002,5081
28,3,13831,2421,3877,373
28,4,8104,6783,611,2540
28,5,9485,2469,2698,5293
28,6,12460,7581,667,3153
29,1,1069,5956,1925,6074
29,2,3572,1654,2759,101
29,3,6908,9923,1861,332
29,4,11444,3260,1622,1957
29,5,11151,8651,1717,6698
29,6,5985,6779,1430,310
30,1,3889,5959,2258,6222
30,2,9081,4341,971,7266
30,3,5417,3180,2860,7816
30,4,2144,98,4149,493
30,5,14455,2157,2677,1423
30,6,14127,8697,4805,5877
31,1,9552,8345,1032,5666
31,2,11203,2357,3283,6779
31,3,2969,4971,2847,4436
31,4,8171,634,3101,1192
31,5,13707,8928,2936,1208
31,6,14634,10250,1107,6421
32,1,6258,3065,4249,7866
32,2,8253,4326,2537,2185
32,3,10188,10770,1679,4702
32,4,7935,10112,3731,1332
32,5,3744,2260,3998,3413
32,6,6478,5798,705,7503
33,1,6380,1809,1399,747
33,2,14164,10821,2942,5844
33,3,13624,6942,2261,4876
33,4,13566,2296,2231,5149
33,5,4998,5934,3459,938
33,6,6250,4555,2664,5268
34,1,7252,6121,3373,1450
34,2,6105,5636,1703,7052
34,3,11064,4491,3524,6144
34,4,3055,2191,2178,6418
34,5,8832,10729,2165,4728
34,6,6690,4824,4626,3011
35,1,8619,8435,639,2448
35,2,1724,9756,4759,103
35,3,5047,62,2562,3869
35,4,4565,10418,2046,6584
35,5,7668,4822,4572,4833
35,6,4646,9982,629,3015
36,1,8669,5290,1426,1980
36,2,6525,9917,2319,7192
36,3,6107,10399,3788,4783
36,4,3895,1756,3037,2327
36,5,11320,3196,2717,3653
36,6,12353,10619,4759,414
37,1,13286,6337,2335,6968
37,2,11260,2870,1522,6252
37,3,1398,11169,3419,3970
37,4,9320,9724,1550,2952
37,5,1343,9616,1103,5414
37,6,10782,7036,4751,6583
38,1,3148,6044,1247,499
38,2,4356,5188,885,7619
38,3,5233,6246,2235,2557
38,4,14686,4822,1678,6230
38,5,1879,1505,1506,5297
38,6,4657,5109,2805,272
39,1,3895,3095,3372,1606
39,2,13882,2447,3351,1324
39,3,11249,3902,3622,2766
39,4,11346,4866,2229,5354
39,5,5585,2722,3394,3363
39,6,11032,7648,2461,6568
40,1,13616,4862,3175,1939
40,2,13765,13,3558,745
40,3,9162,10202,3113,6448
40,4,5570,7709,3446,4619
40,5,4182,3486,4578,1907
40,6,4991,1647,3163,6666
41,1,2882,328,4867,6157
41,2,13462,10397,2187,4329
41,3,13428,5600,2666,381
41,4,12784,9625,4644,3881
41,5,9108,11633,3904,4244
41,6,11396,6747,2699,3532
42,1,13663,2729,1095,3910
42,2,4496,11311,4300,2636
42,3,12262,2823,1992,5694
42,4,4316,6775,4402,2309
42,5,5937,7417,4360,3213
42,6,14683,6394,3796,5784
43,1,8223,11784,2023,3555
43,2,13451,5560,1474,6276
43,3,7224,6493,2170,4229
43,4,8118,8184,4394,2803
43,5,10723,3816,2712,4656
43,6,5079,8075,1081,6262
44,1,8818,3557,4029,2382
44,2,6681,10876,730,6454
44,3,2883,10103,1184,4176
44,4,11147,9490,4983,4922
44,5,2368,2266,1151,2110
44,6,4098,2755,4235,4048
45,1,14559,1177,2757,7189
45,2,8749,9234,3056,3684
45,3,7794,11127,2123,7596
45,4,3084,10646,2971,4778
45,5,3385,8157,1794,4068
45,6,1918,4747,2103,2995
46,1,6736,5581,3886,1081
46,2,9567,7866,1908,2103
46,3,6635,5916,516,432
46,4,5050,236,806,5881
46,5,13720,23,3809,1013
46,6,1680,10040,2015,951
47,1,6407,414,1923,4511
47,2,5971,4985,2947,6996
47,3,11380,6521,3691,5457
47,4,1449,11127,3676,4945
47,5,9283,6628,3099,2951
47,6,4125,6744,4218,1537
48,1,4168,5687,2395,7803
48,2,9376,1456,1994,5060
48,3,10340,11597,1787,4947
48,4,11430,10065,2250,1244
48,5,11438,6487,673,4312
48,6,4277,2021,1896,173
49,1,7221,11586,3123,7551
49,2,12080,2246,3578,5382
49,3,4051,4729,2199,6771
49,4,7668,9154,3591,3784
49,5,2844,6397,3751,7916
49,6,8520,9942,1392,214
50,1,4429,6745,4144,2615
50,2,6339,605,1051,6480
50,3,5414,2513,1677,4446
50,4,6181,1483,3811,4285
50,5,8313,9737,1996,4782
50,6,9264,5358,4536,2226
51,1,2090,9808,4672,6391
51,2,5802,9179,2615,6993
51,3,2591,5901,1087,842
51,4,4649,11808,2065,3609
51,5,3929,721,2304,4419
51,6,12386,654,644,6917
52,1,8684,9888,4739,5037
52,2,11903,892,3064,4290
52,3,12746,1660,4046,5707
52,4,5913,7336,3276,7350
52,5,4920,9328,1799,2523
52,6,12441,1660,1814,433
53,1,8630,4512,2358,710
53,2,9329,11752,2253,2856
53,3,8335,6277,1684,6927
53,4,1733,1851,1853,394
53,5,6291,2517,3827,7847
53,6,13246,6124,2566,4903
54,1,1246,5324,3638,341
54,2,12163,11960,2934,341
54,3,1107,6820,2296,5226
54,4,8802,10716,2884,3531
54,5,11552,5920,1108,5923
54,6,6468,10833,2847,2739
55,1,5823,5060,710,285
55,2,11662,5838,993,1017
55,3,4490,2884,3314,1989
55,4,9714,4914,2866,5461
55,5,12642,9848,3564,2742
55,6,1589,8826,4540,5907
56,1,9399,2233,1476,2064
56,2,2313,8169,4849,970
56,3,5706,6589,1979,1170
56,4,14171,3185,1899,7126
56,5,13793,11585,2875,4444
56,6,7450,198,3748,1147
57,1,6276,6750,4535,2282
57,2,10917,9509,4468,3089
57,3,6054,1426,2928,1841
57,4,8287,4863,4393,6174
57,5,3144,9685,1204,1768
57,6,2069,10475,1268,6838
58,1,12915,8451,3443,7434
58,2,10779,8275,4061,6471
58,3,10831,2393,3470,6240
58,4,3684,2230,3898,3637
58,5,10005,3747,1395,660
58,6,6040,11041,2925,1110
59,1,4745,6823,1658,2137
59,2,14107,1840,2410,3664
59,3,12102,742,3660,1316
59,4,5541,7566,4305,1040
59,5,9108,1731,2155,7409
59,6,2567,1810,2828,3016
60,1,10686,8796,977,6232
60,2,8280,5852,641,6805
60,3,5655,2098,3070,5627
60,4,13218,5389,1786,4804
60,5,10401,807,2628,3805
60,6,5504,973,3438,6825
61,1,1085,7723,2296,6247
61,2,10499,8651,3008,1144
61,3,8828,4664,3760,7012
61,4,5645,5832,1909,5250
61,5,5266,9545,4630,1224
61,6,2191,9724,2416,7678
62,1,12509,9439,3117,5921
62,2,13824,2025,4011,4639
62,3,6741,8024,4192,6499
62,4,14032,8159,3983,3323
62,5,11130,1015,3083,5139
62,6,1927,9703,2237,6579
63,1,14632,3038,2221,2766
63,2,13894,11611,3325,4421
63,3,7670,10926,718,521
63,4,1404,5138,1079,4885
63,5,11046,6158,4921,3697
63,6,6066,10027,657,3175
64,1,6911,9813,4177,7853
64,2,8043,7921,1305,1305
64,3,11386,8705,1003,7236
64,4,8726,5986,3139,765
64,5,1236,4491,2504,5960
64,6,2799,3387,4499,1446
65,1,1131,6369,4175,5592
65,2,11226,4213,2544,6059
65,3,13626,1458,2522,1948
65,4,7605,9812,4313,6861
65,5,8271,10353,4901,1757
65,6,5718,4150,1023,2481
66,1,13477,4484,845,2312
66,2,8015,7271,2198,140
66,3,7892,7776,1621,6006
66,4,3883,7628,1534,4273
66,5,8461,9174,2944,3460
66,6,3584,4733,2813,1156
67,1,10769,11224,1807,7444
67,2,13426,2852,2724,3444
67,3,13832,1251,2171,1395
67,4,10206,4741,3714,756
67,5,11223,7304,3120,6199
67,6,14956,2429,1731,7805
68,1,5024,34,4174,5071
68,2,1020,2312,3971,456
68,3,8287,7900,3497,4478
68,4,11774,1062,2090,1865
68,5,9238,4841,4488,5902
68,6,8248,1653,544,4370
69,1,4764,3032,3882,4327
69,2,1085,11368,4772,5865
69,3,2613,6781,3791,587
69,4,9794,6781,4016,1256
69,5,11353,3035,2917,7516
69,6,12214,5286,2619,4955
70,1,11592,9001,3288,637
70,2,1152,5909,2933,2738
70,3,1138,6239,1225,5700
70,4,14667,11734,2865,6655
70,5,1018,9628,2461,2454
70,6,2851,7112,1362,100
71,1,9784,6838,4424,6272
71,2,8135,6029,4961,2509
71,3,14472,1955,2154,7078
71,4,8543,4780,2188,910
71,5,7163,7993,1681,7531
71,6,12148,604,2870,6232
72,1,11202,202,742,1529
72,2,7231,3740,3221,6026
72,3,9851,8904,4395,1174
72,4,6219,8438,1230,3927
72,5,13135,1560,1484,495
72,6,6408,6558,3162,2126
73,1,14696,2575,1582,2753
73,2,14186,2958,1043,3063
73,3,7833,10094,4814,3171
73,4,6090,2150,1383,2677
73,5,11994,5238,4475,6
73,6,11627,7645,2045,4923
74,1,6400,2089,4691,5623
74,2,3293,7391,4709,2591
74,3,5425,11766,4540,3224
74,4,2240,7517,3993,6404
74,5,4590,8908,763,6944
74,6,1317,2207,3024,640
75,1,1858,4243,1970,7245
75,2,10166,9477,551,4353
75,3,2019,7900,4122,4343
75,4,11104,8479,4401,7902
75,5,13300,4933,3080,3516
75,6,8670,1549,3166,2453
76,1,14951,1567,4252,287
76,2,3473,435,1489,6224
76,3,12751,2405,754,5972
76,4,11201,1834,4761,464
76,5,5351,422,4793,5332
76,6,13844,5933,2395,6668
77,1,10480,6072,1848,554
77,2,1006,1765,2591,3243
77,3,12365,4830,2157,6732
77,4,10003,6094,1728,1962
77,5,1490,8509,4813,2548
77,6,11032,9408,832,1176
78,1,7099,2600,3594,7865
78,2,3263,1066,3932,5744
78,3,3790,7079,2961,3489
78,4,11861,1673,2863,3968
78,5,4723,3501,3314,6642
78,6,1348,2122,4633,6405
79,1,12709,211,4029,5769
79,2,14278,7737,4136,6349
79,3,5100,9458,647,7858
79,4,2709,3022,4490,3464
79,5,14962,7854,4336,6064
79,6,9183,11513,868,7144
80,1,13172,1470,3593,2597
80,2,13826,11545,1802,5239
80,3,12516,1894,4562,2524
80,4,2088,5705,1826,7484
80,5,5269,7582,1783,3356
80,6,7216,1102,1567,744
81,1,4074,2490,2626,7544
81,2,4764,6021,3362,3078
81,3,10074,5955,3060,4791
81,4,4834,2774,576,3114
81,5,12420,5704,1512,4285
81,6,10066,4357,4056,6784
82,1,3325,6957,2225,7830
82,2,4988,2354,4467,2654
82,3,7693,11419,4895,2394
82,4,6542,4521,541,6459
82,5,13925,1848,2624,4191
82,6,8430,2866,2146,6893
83,1,9396,3334,4159,7079
83,2,1654,2362,1892,3668
83,3,9075,5371,784,1340
83,4,1511,11247,4624,3811
83,5,12557,3078,2762,4722
83,6,13215,8406,3741,2268
84,1,6119,3331,2808,1837
84,2,9010,5119,1065,3691
84,3,8639,8992,1778,1301
84,4,12822,7191,4004,991
84,5,13916,10717,2929,4914
84,6,7517,10792,3660,2139
85,1,1376,8142,1604,5761
85,2,7746,10339,2113,5674
85,3,6242,2847,3967,22
85,4,3703,4865,3848,3769
85,5,10110,10171,876,7192
85,6,7434,9442,1696,1670
86,1,8620,11332,3852,2910
86,2,7485,1356,2266,5505
86,3,10557,10556,4476,5426
86,4,4841,3244,1043,3271
86,5,12855,6047,1275,1620
86,6,5312,8723,1388,1913
87,1,13248,392,2121,3457
87,2,8668,2363,1848,2860
87,3,1317,6537,4974,704
87,4,14785,3771,1541,2874
87,5,5244,4653,3009,7792
87,6,5006,11216,2627,4613
88,1,14950,2749,743,8
88,2,4654,10885,1823,5439
88,3,11488,2370,3103,5747
88,4,4533,7565,892,1251
88,5,3966,11320,1666,6335
88,6,11758,7571,3507,7442
89,1,8813,7206,692,326
89,2,5120,4197,1162,4312
89,3,5837,4025,4862,4257
89,4,5773,9077,4453,2294
89,5,7317,3467,1532,5004
89,6,2471,5113,3144,6805
90,1,14632,4071,1648,40
90,2,7480,3756,4256,7353
90,3,8408,11602,3466,7583
90,4,14374,6663,4296,3280
90,5,4447,8276,4802,3418
90,6,8832,10355,4957,5370
91,1,12151,10422,3223,7495
91,2,3639,9222,1430,5489
91,3,14859,10851,2321,5902
91,4,14532,5827,4309,5718
91,5,10785,5531,1620,1681
91,6,2924,2440,3942,7560
92,1,2207,9358,561,162
92,2,5647,7402,1583,5347
92,3,1238,10807,3293,6227
92,4,4786,10232,3612,437
92,5,9720,8296,4977,7260
92,6,10430,10456,650,5493
93,1,2793,6956,1130,7616
93,2,13709,10159,706,2822
93,3,10025,11965,4241,1500
93,4,11827,6707,4821,7773
93,5,9995,10049,3647,4611
93,6,2846,8134,4219,4034
94,1,11778,6094,2565,4380
94,2,12171,11144,1742,2691
94,3,11159,2404,755,2655
94,4,14585,6477,2336,7535
94,5,7140,6158,678,7612
94,6,8939,5522,4683,6237
95,1,5940,11658,527,6129
95,2,11936,8245,820,3630
95,3,7903,11497,4324,331
95,4,2717,11735,816,6244
95,5,4551,6098,3408,2917
95,6,8792,9554,647,7156
96,1,8463,9924,3128,4573
96,2,9048,1209,669,5922
96,3,10759,4396,3935,1877
96,4,5052,3035,3748,3873
96,5,11383,8714,4052,7659
96,6,6605,2706,3032,821
97,1,4508,194,965,3025
97,2,12339,8145,3037,99
97,3,9307,5714,3371,2110
97,4,7275,9463,3190,1434
97,5,2902,3023,3275,7493
97,6,7062,2593,4893,7446
98,1,8139,11790,4710,4047
98,2,8224,2926,3713,6862
98,3,11858,6004,2326,6552
98,4,2025,785,4630,1800
98,5,12481,5186,860,6601
98,6,13581,3397,1726,2640
99,1,6050,3649,4856,6932
99,2,6637,3203,2300,3396
99,3,8235,7293,1916,4497
99,4,8850,8527,3509,6172
99,5,8855,5938,2461,6947
99,6,1843,9832,4640,1124
100,1,14537,6562,2809,764
100,2,10892,10531,4227,5575
100,3,8403,4629,1592,1604
100,4,10461,11594,1030,2790
100,5,11704,1252,4441,5628
100,6,11621,8849,2364,5233
101,1,7386,9360,3100,5792
101,2,3486,10647,3343,7789
101,3,10922,3238,3189,3333
101,4,4332,1198,1880,6513
101,5,14863,7050,1690,7870
101,6,2342,1654,3906,988
102,1,12737,11408,1577,121
102,2,4195,2214,3491,833
102,3,10870,2069,2384,4056
102,4,2962,4023,907,4577
102,5,7442,6420,2869,2162
102,6,3319,3239,2392,6407
103,1,11489,3838,1989,5177
103,2,11244,4009,2400,1821
103,3,12102,1272,2386,1832
103,4,12058,8888,2864,4869
103,5,5214,1769,3341,2249
103,6,8941,11316,2864,3744
104,1,6363,1117,3663,812
104,2,1037,2460,4838,5483
104,3,4719,7231,1354,3946
104,4,11440,2354,4542,1797
104,5,1174,9904,3519,3063
104,6,7740,671,1193,547
105,1,6976,1122,3797,3986
105,2,3596,4368,3523,783
105,3,10401,9131,2028,93
105,4,10522,9953,2721,2742
105,5,2096,8191,2603,2742
105,6,5729,10483,4799,3662
106,1,9207,125,3922,5674
106,2,5174,11764,1288,5498
106,3,7407,2352,2011,6883
106,4,5220,4837,4217,80
106,5,8015,9836,674,675
106,6,9539,10104,1890,1558
107,1,2438,2925,4292,6712
107,2,7377,357,3897,1088
107,3,1292,5443,1490,3402
107,4,3576,6278,1319,3490
107,5,5225,3620,3928,6665
107,6,11699,4688,3489,7769
108,1,2924,5751,4856,3644
108,2,4207,2656,2184,1250
108,3,11004,10034,727,3898
108,4,11497,2873,3791,1259
108,5,6139,6567,3960,2392
108,6,11889,2514,4784,5736
109,1,12631,5504,3669,7096
109,2,7413,664,4616,7439
109,3,2183,6739,3132,7739
109,4,4065,1889,3618,4318
109,5,1959,8349,2507,4896
109,6,1721,7700,1754,2345
110,1,5540,104,2161,4978
110,2,6418,1091,1037,2720
110,3,6739,6960,1564,7367
110,4,2571,3015,3946,1429
110,5,14819,241,1862,2067
110,6,11070,7831,3388,6887
111,1,6135,7450,800,4260
111,2,3828,11954,4188,2400
111,3,4158,7994,1520,1549
111,4,12110,7965,1377,6896
111,5,8009,3080,4034,3607
111,6,8791,9512,3603,4526
112,1,3836,6313,2617,1134
112,2,12352,11319,3217,6414
112,3,8441,10783,689,2769
112,4,12746,3379,4617,6157
112,5,12749,1569,4425,1487
112,6,9759,3823,4004,2622
113,1,6519,6735,1413,6422
113,2,14055,5229,547,743
113,3,6201,10925,3172,5397
113,4,13668,6695,1041,4862
113,5,10398,8375,4509,1981
113,6,9180,6609,1756,5940
114,1,11943,4096,4076,7151
114,2,5814,3780,782,3600
114,3,7974,9401,940,3807
114,4,13926,473,2357,2779
114,5,6036,4342,2441,4283
114,6,10738,11547,1056,5243
115,1,8033,4342,3977,5456
115,2,6054,11422,3838,6435
115,3,8757,10018,2698,3356
115,4,7294,4219,4311,6415
115,5,2894,5459,2252,4754
115,6,4801,2655,4018,5681
116,1,6076,9672,3078,7280
116,2,14012,9745,1145,1826
116,3,10741,1698,4070,4613
116,4,4426,11896,3724,4424
116,5,5785,4574,890,6718
116,6,13699,1281,1006,1722
117,1,1957,5858,2234,6437
117,2,1762,5596,3055,6262
117,3,7621,10803,4193,1759
117,4,3889,7777,1842,5514
117,5,8215,9828,4009,6618
117,6,8753,8741,2505,6871
118,1,3183,10757,1258,323
118,2,8364,10117,610,1823
118,3,4621,1138,2220,723
118,4,7631,2412,1266,4927
118,5,12573,10352,1793,2367
118,6,5017,4270,2458,4221
119,1,10186,6397,2351,2976
119,2,7910,3871,3723,4010
119,3,13486,9414,1976,4877
119,4,10132,11443,1317,6976
119,5,4916,7487,2570,636
119,6,5806,6842,2876,3675
120,1,12593,7861,3020,2525
120,2,14546,5017,3135,5772
120,3,7837,5159,759,2996
120,4,9947,7808,4601,6454
120,5,9257,2778,1669,7401
120,6,13316,1666,1159,4995
121,1,5999,11733,860,5714
121,2,7043,7105,4297,2073
121,3,12553,10310,4433,3760
121,4,14400,8368,4540,6170
121,5,9128,9504,4499,3047
121,6,9722,11747,4005,4588
122,1,12609,11842,1761,5256
122,2,6282,2886,4888,5147
122,3,9447,7970,2278,4760
122,4,5360,1980,2087,3552
122,5,9592,6603,4137,7300
122,6,8164,9406,1647,5550
123,1,8385,2450,3893,6444
123,2,12334,6357,1373,5664
123,3,9565,1194,4027,4957
123,4,4481,5615,2649,2057
123,5,12304,2417,625,2832
123,6,5478,6470,949,4618
124,1,2009,3778,1441,3603
124,2,4980,4368,1001,3818
124,3,2250,7009,2888,2319
124,4,6910,6538,3695,2957
124,5,7338,7911,1696,3274
124,6,10248,10450,3548,3122
125,1,2906,2939,3978,540
125,2,9709,8615,1357,7117
125,3,5177,11028,2252,5011
125,4,8447,1666,2363,4461
125,5,11605,5212,2618,4421
125,6,6626,9541,3391,7358
126,1,10262,1753,2636,3858
126,2,8139,9612,3987,5021
126,3,12133,4265,1888,5351
126,4,9811,11591,1756,4777
126,5,4718,6914,1510,2683
126,6,1425,6918,716,6313
127,1,9801,185,1224,4965
127,2,10015,9959,2477,4774
127,3,13081,1184,4879,183
127,4,4608,3766,2119,4326
127,5,8635,2435,1234,157
127,6,10533,5304,3992,3254
128,1,8764,1075,2361,2629
128,2,8841,6751,3464,888
128,3,14578,8022,1633,4238
128,4,7026,5786,4802,6572
128,5,9357,6093,4256,4489
128,6,9312,2997,3711,1975
129,1,7311,3155,920,1729
129,2,3835,4363,2585,7069
129,3,8470,2385,2277,2377
129,4,13486,2857,4600,1455
129,5,10180,1890,2982,6027
129,6,9841,10020,2928,6209
130,1,13866,2317,546,7059
130,2,13652,8048,2615,7282
130,3,8193,10446,572,5378
130,4,4457,2022,4585,2077
130,5,8588,9218,2043,4616
130,6,5496,5783,2536,4749
131,1,6045,847,4580,1495
131,2,1934,1395,1038,3419
131,3,9262,8447,2694,901
131,4,9861,1883,639,2702
131,5,11860,9638,3418,3903
131,6,5159,9486,1367,2882
132,1,13800,1416,3572,3332
132,2,5963,4873,3082,358
132,3,2500,8119,2438,5541
132,4,1814,8787,726,2995
132,5,4835,4912,3818,5937
132,6,3064,2351,2037,7364
133,1,14757,1364,3328,1084
133,2,1266,8151,1770,34
133,3,5881,67,688,4136
133,4,13895,682,3454,3138
133,5,14234,9523,3690,852
133,6,8353,7237,3558,756
134,1,13188,1694,1807,5738
134,2,3595,5467,1718,5899
134,3,9675,4683,4488,3549
134,4,10313,281,1129,2466
134,5,13510,4175,3229,6556
134,6,12656,2381,3436,1351
135,1,14313,10497,3938,7313
135,2,10028,6139,3949,5560
135,3,13742,7574,2566,3001
135,4,6999,5074,932,5548
135,5,5347,6119,4414,3633
135,6,8050,5942,3457,2785
136,1,9412,10352,2744,3808
136,2,8816,7874,1279,2262
136,3,8885,4731,1539,6820
136,4,8955,7566,2780,6168
136,5,14712,9995,1888,7081
136,6,8162,8119,4008,2118
137,1,12975,1582,4517,3445
137,2,9649,2818,3831,676
137,3,11334,9605,1405,5387
137,4,14805,5749,3891,7714
137,5,13183,10414,611,3379
137,6,4873,7507,3651,7645
138,1,6606,1944,3000,412
138,2,13260,2651,685,1576
138,3,4158,7391,4577,50
138,4,2169,7612,535,276
138,5,6815,7153,2964,7833
138,6,1888,403,3113,2488
139,1,4985,11231,2622,1172
139,2,7549,6146,3087,289
139,3,3228,10505,4678,1884
139,4,13028,9775,2169,5931
139,5,14237,10438,1147,3154
139,6,1265,3488,3417,2778
140,1,5956,8210,4101,4466
140,2,12286,7552,4327,4714
140,3,1642,9737,2926,5830
140,4,1816,11063,2637,2191
140,5,6926,2668,1363,4299
140,6,12819,11783,3872,1930
141,1,14816,7008,2700,528
141,2,5062,6892,4083,6070
141,3,8502,9724,1055,3892
141,4,3800,930,3098,5249
141,5,5193,8984,2969,4035
141,6,13367,4383,3394,1769
142,1,13109,6312,3650,4166
142,2,5358,8903,3077,4880
142,3,5305,4050,2664,6759
142,4,4148,6154,2446,5050
142,5,2572,11837,699,2377
142,6,5068,8281,1090,6198
143,1,7031,5340,591,3657
143,2,11295,8131,2465,4156
143,3,11356,589,4831,2080
143,4,4638,3314,1285,5193
143,5,13308,10080,4545,3784
143,6,2177,1277,3465,7862
144,1,9493,2344,3715,3315
144,2,9187,61,1357,537
144,3,2340,5554,1317,5500
144,4,12299,5015,1474,4637
144,5,4652,3303,2211,789
144,6,11272,580,2541,351
145,1,3302,1073,2531,7190
145,2,6373,7561,4868,6836
145,3,2882,4345,1760,7047
145,4,1231,9148,4837,2181
145,5,10286,3536,3992,3381
145,6,6119,1302,4814,696
146,1,1306,10215,813,3474
146,2,6848,7655,1902,4376
146,3,14948,11590,534,2117
146,4,9551,5809,907,5680
146,5,5675,5503,3609,3933
146,6,3092,7526,636,2870
147,1,10170,1484,2914,3376
147,2,7372,6326,966,4933
147,3,1974,10114,3097,5829
147,4,8472,2651,2299,6898
147,5,2015,6238,2248,3317
147,6,9876,11342,1956,7447
148,1,9560,6422,4946,5345
148,2,7047,6549,1844,4117
148,3,9370,10947,1632,7539
148,4,8864,1479,3566,7091
148,5,13220,4626,2911,1920
148,6,3472,958,3787,1071
